全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考
141305,141305000926 ,神奈川県川崎市,京王菅西公園,ｹｲｵｳｽｹﾞﾆｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅城下１７－１９,神奈川県,川崎市,多摩区菅城下,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000927 ,神奈川県川崎市,下布田公園,ｼﾓﾌﾀﾞｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区布田２－１０,神奈川県,川崎市,多摩区布田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000928 ,神奈川県川崎市,宿河原１丁目公園,ｼｭｸｶﾞﾜﾗ1ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原１丁目６,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000929 ,神奈川県川崎市,宿河原あおぞら公園,ｼｭｸｶﾞﾜﾗｱｵｿﾞﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原４丁目２１,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000930 ,神奈川県川崎市,宿河原けやき公園,ｼｭｸｶﾞﾜﾗｹﾔｷｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原７丁目１－１１,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000931 ,神奈川県川崎市,宿河原公園,ｼｭｸｶﾞﾜﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区堰１丁目２－４,神奈川県,川崎市,多摩区堰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000932 ,神奈川県川崎市,宿河原第２公園,ｼｭｸｶﾞﾜﾗﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原４丁目１７－１１,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000933 ,神奈川県川崎市,宿河原第３公園,ｼｭｸｶﾞﾜﾗﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原４丁目８－１５,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000934 ,神奈川県川崎市,宿河原東公園,ｼｭｸｶﾞﾜﾗﾋｶﾞｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原６丁目２０－２５,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000935 ,神奈川県川崎市,宿河原ほしぞら公園,ｼｭｸｶﾞﾜﾗﾎｼｿﾞﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原４丁目２１,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000936 ,神奈川県川崎市,"宿河原南公園
（旧　宿河原第２公園）",ｼｭｸｶﾞﾜﾗﾐﾅﾐｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原３丁目１４－２１,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000937 ,神奈川県川崎市,宿河原本村公園,ｼｭｸｶﾞﾜﾗﾓﾄﾑﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原２丁目４４,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000938 ,神奈川県川崎市,宿河原わんぱく公園,ｼｭｸｶﾞﾜﾗﾜﾝﾊﾟｸｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原７丁目１３－３,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000939 ,神奈川県川崎市,菅稲田堤２丁目公園,ｽｹﾞｲﾅﾀﾞﾂﾞﾂﾐ2ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅稲田堤２丁目５,神奈川県,川崎市,多摩区菅稲田堤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000940 ,神奈川県川崎市,菅公園,ｽｹﾞｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅北浦３丁目８－１９,神奈川県,川崎市,多摩区菅北浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000941 ,神奈川県川崎市,菅小谷公園,ｽｹﾞｺﾀﾆｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷２丁目１７－２,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000942 ,神奈川県川崎市,菅さくら公園,ｽｹﾞｻｸﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷３丁目１７－２,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000943 ,神奈川県川崎市,菅芝間公園,ｽｹﾞｼﾊﾞﾏｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅６丁目１２－７,神奈川県,川崎市,多摩区菅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000944 ,神奈川県川崎市,菅芝間こども公園,ｽｹﾞｼﾊﾞﾏｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅６丁目１４－８,神奈川県,川崎市,多摩区菅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000945 ,神奈川県川崎市,菅仙谷１丁目公園,ｽｹﾞｾﾝｺﾞｸ1ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷１丁目１２－６８,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000946 ,神奈川県川崎市,菅仙谷公園,ｽｹﾞｾﾝｺﾞｸｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷２丁目９－２,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000947 ,神奈川県川崎市,菅仙谷こども公園,ｽｹﾞｾﾝｺﾞｸｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷３丁目１９－２,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000948 ,神奈川県川崎市,菅仙谷さくら公園,ｽｹﾞｾﾝｺﾞｸｻｸﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷１丁目６５６２－５,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000949 ,神奈川県川崎市,菅仙谷なかよし公園,ｽｹﾞｾﾝｺﾞｸﾅｶﾖｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷１丁目１２,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000950 ,神奈川県川崎市,菅第３公園,ｽｹﾞﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅稲田堤３丁目８－５,神奈川県,川崎市,多摩区菅稲田堤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000951 ,神奈川県川崎市,菅第４公園,ｽｹﾞﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅稲田堤３丁目９－１,神奈川県,川崎市,多摩区菅稲田堤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000952 ,神奈川県川崎市,菅天宿公園,ｽｹﾞﾃﾝｼｭｸｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅４丁目７,神奈川県,川崎市,多摩区菅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000953 ,神奈川県川崎市,菅なかよし公園,ｽｹﾞﾅｶﾖｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅北浦１丁目１１,神奈川県,川崎市,多摩区菅北浦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000954 ,神奈川県川崎市,菅馬場公園,ｽｹﾞﾊﾞﾝﾊﾞｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅馬場３丁目１１－１,神奈川県,川崎市,多摩区菅馬場,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000955 ,神奈川県川崎市,菅みずき公園,ｽｹﾞﾐｽﾞｷｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区菅仙谷２丁目１６,神奈川県,川崎市,多摩区菅仙谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000956 ,神奈川県川崎市,堰堤公園,ｾｷﾂﾂﾐｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区堰１丁目１－１７,神奈川県,川崎市,多摩区堰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000957 ,神奈川県川崎市,寺尾台こども公園,ﾃﾗｵﾀﾞｲｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台２丁目４－７,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000958 ,神奈川県川崎市,寺尾台こぶし公園,ﾃﾗｵﾀﾞｲｺﾌﾞｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台１丁目１８－４１,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000959 ,神奈川県川崎市,寺尾台第１公園,ﾃﾗｵﾀﾞｲﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台２丁目２,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000960 ,神奈川県川崎市,寺尾台第２公園,ﾃﾗｵﾀﾞｲﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台２丁目８－３,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000961 ,神奈川県川崎市,"寺尾台第３公園
（旧　生田馬場谷公園）",ﾃﾗｵﾀﾞｲﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台１丁目４９１４－４,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000962 ,神奈川県川崎市,寺尾台第４公園,ﾃﾗｵﾀﾞｲﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台２丁目４－５,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000963 ,神奈川県川崎市,寺尾台２丁目ポケットパーク,ﾃﾗｵﾀﾞｲ2ﾁｮｳﾒﾎﾟｹｯﾄﾊﾟｰｸ,,,1003,,,141356,,神奈川県川崎市多摩区寺尾台２丁目５－２,神奈川県,川崎市,多摩区寺尾台,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000964 ,神奈川県川崎市,塔の越里公園,ﾄｳﾉｺｼｻﾄｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田２丁目２７－５７,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000965 ,神奈川県川崎市,"東名下公園
（旧　東名宿河原第３公園）",ﾄｳﾒｲｼﾀｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原６丁目７－２２,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000966 ,神奈川県川崎市,東名宿河原６丁目公園,ﾄｳﾒｲｼｭｸｶﾞﾜﾗ6ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原６丁目４－４１,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000967 ,神奈川県川崎市,東名宿河原公園,ﾄｳﾒｲｼｭｸｶﾞﾜﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原６丁目５－５１,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000968 ,神奈川県川崎市,東名宿河原第２公園,ﾄｳﾒｲｼｭｸｶﾞﾜﾗﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区宿河原６丁目２９－１７,神奈川県,川崎市,多摩区宿河原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000969 ,神奈川県川崎市,東名堰公園,ﾄｳﾒｲｾｷｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区堰１丁目２１－１６,神奈川県,川崎市,多摩区堰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000970 ,神奈川県川崎市,東名堰第２公園,ﾄｳﾒｲｾｷﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区堰１丁目１６－５,神奈川県,川崎市,多摩区堰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000971 ,神奈川県川崎市,東名長尾７丁目公園,ﾄｳﾒｲﾅｶﾞｵ7ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長尾７丁目３３２－１,神奈川県,川崎市,多摩区長尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000972 ,神奈川県川崎市,長尾１丁目公園,ﾅｶﾞｵ1ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長尾１丁目１２,神奈川県,川崎市,多摩区長尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000973 ,神奈川県川崎市,長沢４丁目公園,ﾅｶﾞｻﾜ4ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢４丁目１０１５－７,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000974 ,神奈川県川崎市,長尾こども公園,ﾅｶﾞｵｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長尾６丁目１２,神奈川県,川崎市,多摩区長尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000975 ,神奈川県川崎市,長尾宮前公園,ﾅｶﾞｵﾐﾔﾏｴｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長尾６丁目１０１３－１６,神奈川県,川崎市,多摩区長尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000976 ,神奈川県川崎市,長沢公園,ﾅｶﾞｻﾜｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区南生田６丁目２６－１２,神奈川県,川崎市,多摩区南生田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000977 ,神奈川県川崎市,長沢こども公園,ﾅｶﾞｻﾜｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢４丁目３２,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000978 ,神奈川県川崎市,長沢諏訪公園,ﾅｶﾞｻﾜｽﾜｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢４丁目１２,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000979 ,神奈川県川崎市,長沢そよかぜ公園,ﾅｶﾞｻﾜｿﾖｶｾﾞｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢２丁目９,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000980 ,神奈川県川崎市,長沢なかよし公園,ﾅｶﾞｻﾜﾅｶﾖｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢４丁目３６,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000981 ,神奈川県川崎市,長沢わかば公園,ﾅｶﾞｻﾜﾜｶﾊﾞｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢２丁目８８９３－１,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000982 ,神奈川県川崎市,中野島石河原公園,ﾅｶﾉｼﾏｲｼｶﾞﾜﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島５丁目２,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000983 ,神奈川県川崎市,中野島けやき公園,ﾅｶﾉｼﾏｹﾔｷｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島６丁目４－１９,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000984 ,神奈川県川崎市,中野島３丁目公園,ﾅｶﾉｼﾏ3ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島３丁目３１－１６,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000985 ,神奈川県川崎市,中野島第３公園,ﾅｶﾉｼﾏﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島６丁目４－１２,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000986 ,神奈川県川崎市,中野島第４公園,ﾅｶﾉｼﾏﾀﾞｲ4ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島４丁目２２－６,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000987 ,神奈川県川崎市,中野島中央公園,ﾅｶﾉｼﾏﾁｭｳｵｳｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島５丁目２,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000988 ,神奈川県川崎市,中野島中河原公園,ﾅｶﾉｼﾏﾅｶｶﾞﾜﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島５丁目２,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000989 ,神奈川県川崎市,中野島二ヶ領公園,ﾅｶﾉｼﾏﾆｶﾘｮｳｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区中野島１丁目２５－４,神奈川県,川崎市,多摩区中野島,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000990 ,神奈川県川崎市,"錦ヶ丘北公園
（旧　錦ヶ丘第２公園）",ﾆｼｷｶﾞｵｶｷﾀｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区栗谷３丁目３０－１,神奈川県,川崎市,多摩区栗谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000991 ,神奈川県川崎市,"錦ヶ丘南公園
（旧　錦ヶ丘第１公園）",ﾆｼｷｶﾞｵｶﾐﾅﾐｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区栗谷３丁目１８－３,神奈川県,川崎市,多摩区栗谷,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000992 ,神奈川県川崎市,西長沢第３公園,ﾆｼﾅｶﾞｻﾜﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢４丁目３－９,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000993 ,神奈川県川崎市,登戸１号街区公園,ﾉﾎﾞﾘﾄ1ｺﾞｳｶﾞｲｸｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区登戸１９７５,神奈川県,川崎市,多摩区登戸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000994 ,神奈川県川崎市,登戸３号街区公園,ﾉﾎﾞﾘﾄ3ｺﾞｳｶﾞｲｸｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区登戸３３５１－９,神奈川県,川崎市,多摩区登戸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000995 ,神奈川県川崎市,登戸いろは公園,ﾉﾎﾞﾘﾄｲﾛﾊｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区登戸２８４８－６,神奈川県,川崎市,多摩区登戸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000996 ,神奈川県川崎市,登戸第１公園,ﾉﾎﾞﾘﾄﾀﾞｲ1ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区登戸新町２２８,神奈川県,川崎市,多摩区登戸新町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000997 ,神奈川県川崎市,登戸第２公園,ﾉﾎﾞﾘﾄﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区登戸新町２２７,神奈川県,川崎市,多摩区登戸新町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000998 ,神奈川県川崎市,登戸台和公園,ﾉﾎﾞﾘﾄﾀﾞｲﾜｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区登戸６１６,神奈川県,川崎市,多摩区登戸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305000999 ,神奈川県川崎市,登戸東公園,ﾉﾎﾞﾘﾄﾋｶﾞｼｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区登戸２８３８－６,神奈川県,川崎市,多摩区登戸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001000 ,神奈川県川崎市,東長沢公園,ﾋｶﾞｼﾅｶﾞｻﾜｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢１丁目９－１３,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001001 ,神奈川県川崎市,東長沢しいの木公園,ﾋｶﾞｼﾅｶﾞｻﾜｼｲﾉｷｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長沢１丁目８－７,神奈川県,川崎市,多摩区長沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001002 ,神奈川県川崎市,"ふじやま遺跡公園
（旧　長尾第２公園）",ﾌｼﾞﾔﾏｲｾｷｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区長尾６丁目１１－１,神奈川県,川崎市,多摩区長尾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001003 ,神奈川県川崎市,枡形６丁目こども公園,ﾏｽｶﾞﾀ6ﾁｮｳﾒｺﾄﾞﾓｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区枡形６丁目１７,神奈川県,川崎市,多摩区枡形,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001004 ,神奈川県川崎市,枡形６丁目稲ノ目公園,ﾏｽｶﾞﾀ6ﾁｮｳﾒｲﾅﾉﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区枡形６丁目４０４２－６,神奈川県,川崎市,多摩区枡形,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001005 ,神奈川県川崎市,三田１丁目公園,ﾐﾀ1ﾁｮｳﾒｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区三田１丁目１８－５,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001006 ,神奈川県川崎市,三田さくら公園,ﾐﾀｻｸﾗｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区三田４丁目８－１０,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001007 ,神奈川県川崎市,三田第２公園,ﾐﾀﾀﾞｲ2ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区三田１丁目２６－１４,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141305,141305001008 ,神奈川県川崎市,三田第３公園,ﾐﾀﾀﾞｲ3ｺｳｴﾝ,,,1003,,,141356,,神奈川県川崎市多摩区三田１丁目４,神奈川県,川崎市,多摩区三田,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
